"_5_digit_ntd_id","max_agency","max_reporter_type","max_organization_type","report_year","max_city","max_state","max_agency_voms","mode","max_mode_name","type_of_service","max_mode_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","questionable_record","max_time_period","min_time_service_begins","max_time_service_ends","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles","sum_days_of_service_operated","sum_days_not_operated_strikes","sum_days_not_operated_emergencies"
"30010","Lehigh and Northampton Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Allentown","PA","139","DR","Demand Response","PT","66","01495","Allentown--Bethlehem, PA--NJ","261.55","621703","324","533100","","Annual Total",,,"2244246","1811814","432432","0","136596","106296","30300","0","0","0","0","0",,"0","0",,"225648","45038","0","2452507","0",,,
"30010","Lehigh and Northampton Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Allentown","PA","139","MB","Bus","DO","71","01495","Allentown--Bethlehem, PA--NJ","261.55","621703","324","533100","","Annual Total",,,"4611967","3567129","1044838","3567641","323816","260202","63614","0","0","0","0","0",,"0","0",,"3666743",,,"17310083","0",,,
"30010","Lehigh and Northampton Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Allentown","PA","139","MB","Bus","PT","2","01495","Allentown--Bethlehem, PA--NJ","261.55","621703","324","533100","","Annual Total",,,"44501","44501","0","45500","1873","1873","0","0","0","0","0","0",,"0","0",,"4705",,,"34534","0",,,
"30011","Altoona Metro Transit, dba: AMTRAN","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Altoona","PA","21","DR","Demand Response","DO","1","01792","Altoona, PA","37.01","74426","25","69608","","Annual Total",,,"396","150","246","0","43","15","28",,,"0","0","0",,"0","0",,"49","49",,"147","0",,,
"30011","Altoona Metro Transit, dba: AMTRAN","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Altoona","PA","21","MB","Bus","DO","20","01792","Altoona, PA","37.01","74426","25","69608","Y","Annual Total",,,"558652","549489","9163","549003","43120","41465","1655","0","0","0","0","0",,"0","0",,"444667",,,"1614585","0",,,
"30012","Cambria County Transit Authority, dba: CamTran","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Johnstown","PA","43","DR","Demand Response","DO","11","43291","Johnstown, PA","34.7","61521","688","133472","","Annual Total",,,"242897","212826","30071","0","14112","12521","1591","0","0","0","0","0",,"0","0",,"24559","4621","0","160375","0",,,
"30012","Cambria County Transit Authority, dba: CamTran","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Johnstown","PA","43","IP","Inclined Plane","DO","0","43291","Johnstown, PA","34.7","61521","688","133472","","Annual Total",,,"0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0",,,"0","0.34",,,
"30012","Cambria County Transit Authority, dba: CamTran","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Johnstown","PA","43","MB","Bus","DO","32","43291","Johnstown, PA","34.7","61521","688","133472","Y","Annual Total",,,"1120697","1053715","66982","1140278","83629","79076","4553","0","0","0","0","0",,"0","0",,"780409",,,"4552977","0",,,
"30013","Erie Metropolitan Transit Authority, dba: the e","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Erie","PA","80","DR","Demand Response","DO","32","27766","Erie, PA","73.34","187820","77","189872","","Annual Total",,,"880939","783514","97425","0","60013","52361","7652",,,"0","0","0",,"0","0",,"146533","43244","2698","1157634","0",,,
"30013","Erie Metropolitan Transit Authority, dba: the e","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Erie","PA","80","MB","Bus","DO","48","27766","Erie, PA","73.34","187820","77","189872","","Annual Total",,,"1870878","1810920","59958","1817820","137458","132222","5236",,,"0","0","0",,"0","0",,"1276932",,,"2142573","0",,,
"30015","Luzerne County Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023",,"PA","67","DR","Demand Response","DO","35","80227","Scranton, PA","162.16","366713","121","230577","","Annual Total",,,"942031","722020","220011","0","51707","40139","11568","0","0","0","0","0",,"0","0",,"107564","20710","0","876463","0",,,
"30015","Luzerne County Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023",,"PA","67","MB","Bus","DO","32","80227","Scranton, PA","162.16","366713","121","230577","","Annual Total",,,"1233454","1206097","27357","1209884","90478","88038","2440","0","0","0","0","0",,"0","0",,"757180",,,"3331592","0",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","CR","Commuter Rail","DO","306","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"17445759","16787553","658206","16906195","880550","852588","27962",,,"0","4014851","3862921","151930","202561","196292","6269","19103554",,,"260671083","453.02",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","DR","Demand Response","PT","240","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"7153882","6178443","975439","0","727198","630998","96200","0","0","0","0","0",,"0","0",,"856745","510017",,"5713294","0",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","HR","Heavy Rail","DO","238","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"15274825","15034666","240159","15787948","1119410","1111894","7516",,,"0","3374384","3321165","53219","247167","245301","1866","57976426",,,"242101133","74.9",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","MB","Bus","DO","1046","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"43275487","38729536","4545951","40259582","4109271","3807783","301488",,,"0","0","0",,"0","0",,"101419053",,,"280490972","3.25",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","MB","Bus","PT","3","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"154264","128081","26183","128412","9348","7909","1439",,,"0","0","0",,"0","0",,"38387",,,"242259","0",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","SR","Streetcar Rail","DO","91","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"2657007","2569091","87916","2875171","300977","288642","12335",,,"0","2657007","2569091","87916","300977","288642","12335","14431445",,,"38627644","82.93",,,
"30019","Southeastern Pennsylvania Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Philadelphia","PA","1952","TB","Trolleybus","DO","28","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","844","3475337","","Annual Total",,,"816491","798435","18056","881649","98100","94316","3784",,,"0","0","0",,"0","0",,"3439310",,,"6963100","30.56",,,
"30022","Pittsburgh Regional Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Pittsburgh","PA","780","DR","Demand Response","PT","207","69697","Pittsburgh, PA","906.64","1745039","775","1238090","","Annual Total",,,"7684771","6695981","988790","0","557242","501913","55329","0","0","0","0","0",,"0","0",,"926751","173405","574435","7281943","0",,,
"30022","Pittsburgh Regional Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Pittsburgh","PA","780","IP","Inclined Plane","DO","2","69697","Pittsburgh, PA","906.64","1745039","775","1238090","","Annual Total",,,"8237","8237","0","8237","3526","3526","0",,,"0","8237","8237","0","3526","3526","0","164971",,,"19278","0.2",,,
"30022","Pittsburgh Regional Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Pittsburgh","PA","780","LR","Light Rail","DO","47","69697","Pittsburgh, PA","906.64","1745039","775","1238090","","Annual Total",,,"1446737","1353094","93643","1338408","112798","105543","7255",,,"0","1383874","1295683","88191","108015","101384","6631","3243814",,,"12527067","49.64",,,
"30022","Pittsburgh Regional Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Pittsburgh","PA","780","MB","Bus","DO","524","69697","Pittsburgh, PA","906.64","1745039","775","1238090","","Annual Total",,,"23953961","18389819","5564142","19121129","1659164","1414516","244648",,,"0","0","0",,"0","0",,"33572996",,,"135291257","56.45",,,
"30023","Beaver County Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Rochester","PA","31","DR","Demand Response","DO","19","69697","Pittsburgh, PA","906.64","1745039","440","168215","","Annual Total",,,"531193","438878","92315","0","31477","26510","4967","0","0","0","0","0",,"0","0",,"73527",,"60299","670473","0",,,
"30023","Beaver County Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Rochester","PA","31","MB","Bus","DO","12","69697","Pittsburgh, PA","906.64","1745039","440","168215","","Annual Total",,,"682559","598903","83656","599056","42531","40032","2499","0","0","0","0","0",,"0","0",,"388185",,,"2951371","10.1",,,
"30025","County of Lackawanna Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Scranton","PA","75","DR","Demand Response","DO","26","80227","Scranton, PA","162.16","366713","145","214437","","Annual Total",,,"788590","655149","133441","0","47604","39943","7661","0","0","0","0","0",,"0","0",,"100179","14658","0","626343","0",,,
"30025","County of Lackawanna Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Scranton","PA","75","DR","Demand Response","PT","15","80227","Scranton, PA","162.16","366713","145","214437","","Annual Total",,,"124577","104300","20277","0","9947","8566","1381","0","0","0","0","0",,"0","0",,"16643","342","0","155860","0",,,
"30025","County of Lackawanna Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Scranton","PA","75","MB","Bus","DO","29","80227","Scranton, PA","162.16","366713","145","214437","","Annual Total",,,"1042900","917306","125594","929096","82275","78500","3775","0","0","0","0","0",,"0","0",,"650705",,,"2993243","0",,,
"30025","County of Lackawanna Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Scranton","PA","75","MB","Bus","PT","5","80227","Scranton, PA","162.16","366713","145","214437","","Annual Total",,,"219603","193311","26292","193632","14662","12284","2378","0","0","0","0","0",,"0","0",,"30515",,,"137202","0",,,
"30026","River Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Williamsport","PA","31","DR","Demand Response","PT","4","95455","Williamsport, PA","27.72","55344","92","67938","","Annual Total",,,"85250","85250","0","0","3329","3329","0",,,"0","0","0",,"0","0",,"5897","5897",,"83561","0",,,
"30026","River Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Williamsport","PA","31","MB","Bus","DO","27","95455","Williamsport, PA","27.72","55344","92","67938","","Annual Total",,,"931202","875498","55704","878914","55330","52485","2845","1858",,"0","0","0",,"0","0",,"774502",,,"4495140","0",,,
"30030","Washington Metropolitan Area Transit Authority, dba: Washington Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Washington","DC","2727","DR","Demand Response","PT","675","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","1108","4645915","","Annual Total",,,"22823780","18952524","3871256","0","1981754","1704836","276918",,,"0","0","0",,"0","0",,"1394146","1394146",,"16059711","0",,,
"30030","Washington Metropolitan Area Transit Authority, dba: Washington Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Washington","DC","2727","HR","Heavy Rail","DO","904","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","1108","4645915","","Annual Total",,,"74773658","72468652","2305006","69231653","3287968","3185833","102135",,,"0","11924438","11900027","24411","522898","521698","1200","126773716",,,"589321101","256.2",,,
"30030","Washington Metropolitan Area Transit Authority, dba: Washington Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Washington","DC","2727","MB","Bus","DO","1148","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","1108","4645915","","Annual Total",,,"46986124","37991955","8994169","38429146","4354279","3774118","580161","0","0","0","0","0",,"0","0",,"102855922",,,"307224136","25.12",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","CB","Commuter Bus","PT","92","04843","Baltimore, MD","654.93","2212038","2560","7811145","","Annual Total",,,"8978774","6527713","2451061","6829640","330775","203971","126804",,,"0","0","0",,"0","0",,"1188435",,,"22143896","31",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","CR","Commuter Rail","PT","149","04843","Baltimore, MD","654.93","2212038","2560","7811145","","Annual Total",,,"6664289","6357532","306757","6790463","174855","168433","6422",,,"0","1341204","1285973","55231","37511","31236","6275","3376837",,,"93614719","400.4",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","DR","Demand Response","DO","11","04843","Baltimore, MD","654.93","2212038","2560","7811145","Y","Annual Total",,,"162235","128609","33626","0","9773","7440","2333","0","0","0","0","0",,"0","0",,"11748","11748",,"128699","0",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","DR","Demand Response","PT","457","04843","Baltimore, MD","654.93","2212038","2560","7811145","Y","Annual Total",,,"16709238","13264074","3445164","0","1471391","1124232","347159","0","0","0","0","0",,"0","0",,"1911185","1911185","0","18621987","0",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","DR","Demand Response","TX","142","04843","Baltimore, MD","654.93","2212038","2560","7811145","Y","Annual Total",,,"0","2798092","0","0","0","149971","0",,,"0","0","0",,"0","0",,"494533","494533","0","2993958","0","0","0","0"
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","HR","Heavy Rail","DO","40","04843","Baltimore, MD","654.93","2212038","2560","7811145","Y","Annual Total",,,"4997891","4693155","304736","5100891","203609","187495","16114",,,"0","850776","744098","106678","33783","30457","3326","1756095",,,"6650210","29.4",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","LR","Light Rail","DO","17","04843","Baltimore, MD","654.93","2212038","2560","7811145","Y","Annual Total",,,"3075613","2984967","90646","3272058","199982","192795","7187",,,"0","1329756","1328613","1143","58224","57765","459","3434185",,,"15385667","57.6",,,
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","2023","Baltimore","MD","1550","MB","Bus","DO","642","04843","Baltimore, MD","654.93","2212038","2560","7811145","","Annual Total",,,"21756983","19688546","2068437","21066744","1895637","1736523","159114",,,"0","0","0",,"0","0",,"45734006",,,"183667563","5.79",,,
"30035","Ohio Valley Regional Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Wheeling","WV","17","DR","Demand Response","DO","3","94726","Wheeling, WV--OH","36.81","57695","27","57416","","Annual Total",,,"63426","38171","25255","0","4687","3062","1625",,,"0","0","0",,"0","0",,"6303","6303",,"42608","0",,,
"30035","Ohio Valley Regional Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Wheeling","WV","17","MB","Bus","DO","14","94726","Wheeling, WV--OH","36.81","57695","27","57416","","Annual Total",,,"765586","762037","3549","764560","54775","53923","852","8","0","0","0","0",,"0","0",,"311560",,,"1731748","0",,,
"30036","City of Charlottesville, dba: Charlottesville Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Charlottesville","VA","19","MB","Bus","DO","19","15724","Charlottesville, VA","36.87","104191","38","85755","","Annual Total",,,"0","782453","0","0","0","73720","0",,,"0","0","0",,"0","0",,"1147018",,,"0","0",,,
"30040","City of Annapolis, dba: Annapolis Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Annapolis","MD","12","DR","Demand Response","DO","1","04843","Baltimore, MD","654.93","2212038","20","97649","","Annual Total",,,"0","23843","0","0","0","4641","0",,,"0","0","0",,"0","0",,"3080",,"0","0","0",,,
"30040","City of Annapolis, dba: Annapolis Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Annapolis","MD","12","MB","Bus","DO","11","04843","Baltimore, MD","654.93","2212038","20","97649","","Annual Total",,,"0","436453","0","0","0","42501","0",,,"0","0","0",,"0","0",,"303385",,,"0","0",,,
"30041","Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","2023","Cumberland","MD","17","DR","Demand Response","DO","8",,,"0",,,,"","Annual Total",,,"0","73171","0","0","0","8685","0",,,"0","0","0",,"0","0",,"18720",,"0","0","0",,,
"30041","Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","2023","Cumberland","MD","17","MB","Bus","DO","9",,,"0",,,,"","Annual Total",,,"0","189689","0","0","0","12293","0",,,"0","0","0",,"0","0",,"88489",,,"0","0",,,
"30042","Washington County , dba: Washington County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Hagerstown","MD","12","DR","Demand Response","DO","4","36190","Hagerstown, MD--WV--PA--VA","120.77","197557","70","48220","","Annual Total",,,"0","87405","0","0","0","5676","0",,,"0","0","0",,"0","0",,"15997",,"0","0","0",,,
"30042","Washington County , dba: Washington County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Hagerstown","MD","12","MB","Bus","DO","8","36190","Hagerstown, MD--WV--PA--VA","120.77","197557","70","48220","","Annual Total",,,"0","391289","0","0","0","26714","0",,,"0","0","0",,"0","0",,"332051",,,"0","0",,,
"30044","Westmoreland County Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Greensburg","PA","73","DR","Demand Response","DO","42","69697","Pittsburgh, PA","906.64","1745039","1028","364663","","Annual Total",,,"1670030","1355330","314700","0","80856","67559","13297","0","0","0","0","0",,"0","0",,"157525","15679","0","1819332","0",,,
"30044","Westmoreland County Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Greensburg","PA","73","MB","Bus","DO","31","69697","Pittsburgh, PA","906.64","1745039","1028","364663","","Annual Total",,,"1277645","943120","334525","943224","59463","43325","16138","0","0","0","0","0",,"0","0",,"192858",,,"2475558","13.6",,,
"30045","JAUNT, Inc.","Full Reporter","Other Publicly-Owned or Privately Chartered Corporation","2023","Charlottesville","VA","77","CB","Commuter Bus","DO","9","15724","Charlottesville, VA","36.87","104191","2719","275944","","Annual Total",,,"241748","216230","25518","234786","10737","9104","1633","0","0","0","0","0",,"0","0",,"46242",,,"900174","0",,,
"30045","JAUNT, Inc.","Full Reporter","Other Publicly-Owned or Privately Chartered Corporation","2023","Charlottesville","VA","77","DR","Demand Response","DO","68","15724","Charlottesville, VA","36.87","104191","2719","275944","","Annual Total",,,"1354862","1234896","119966","0","87761","82597","5164","0","0","0","0","0",,"0","0",,"193993","99524","14385","1533330","0",,,
"30051","Montgomery County, Maryland, dba: Ride On","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Rockville","MD","288","DR","Demand Response","DO","4","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","495","1062061","Y","Annual Total",,,"77461","56335","21126","0","7790","5055","2735",,,"0","0","0",,"0","0",,"13178",,,"23720","0",,,
"30051","Montgomery County, Maryland, dba: Ride On","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Rockville","MD","288","MB","Bus","DO","284","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","495","1062061","Y","Annual Total",,,"14892823","12342974","2549849","12839484","1100902","969828","131074",,,"0","0","0",,"0","0",,"14359817",,,"58117577","0",,,
"30053","City of Bristol Virginia, dba: Bristol Virginia Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Bristol","VA","7","DR","Demand Response","DO","1","10351","Bristol, TN--VA","68.69","70638","13","17219","","Annual Total",,,"0","3680","0","0","0","184","0",,,"0","0","0",,"0","0",,"648",,"0","0","0",,,
"30053","City of Bristol Virginia, dba: Bristol Virginia Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Bristol","VA","7","MB","Bus","DO","6","10351","Bristol, TN--VA","68.69","70638","13","17219","","Annual Total",,,"0","90593","0","0","0","7672","0",,,"0","0","0",,"0","0",,"42693",,,"0","0",,,
"30054","Centre Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","State College","PA","90","DR","Demand Response","PT","25","84493","State College, PA","25.92","83674","92","104135","","Annual Total",,,"760252","655302","104950","0","49382","38932","10450","0","0","0","0","0",,"0","0",,"91016","14990",,"742158","0",,,
"30054","Centre Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","State College","PA","90","MB","Bus","DO","41","84493","State College, PA","25.92","83674","92","104135","Y","Annual Total",,,"1537276","1430293","106983","1430280","129541","120342","9199","0","0","0","0","0",,"0","0",,"4681437",,,"9362874","0",,,
"30054","Centre Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","State College","PA","90","VP","Vanpool","DO","12","84493","State College, PA","25.92","83674","92","104135","","Annual Total",,,"139461","139461","0","0","2756","2756","0","0","0","0","0","0",,"0","0",,"24252",,,"787087","0",,,
"30054","Centre Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","State College","PA","90","VP","Vanpool","PT","12","84493","State College, PA","25.92","83674","92","104135","","Annual Total",,,"149366","149366","0","0","2981","2981","0","0","0","0","0","0",,"0","0",,"26390",,,"1096724","0",,,
"30055","Mercer County Regional Council of Governments, dba: Shenango Valley Shuttle Service /MCCT","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Sharon","PA","24","DR","Demand Response","DO","19","00042","Pennsylvania Non-UZA","0","4196634","173","96432","","Annual Total",,,"0","475467","0","0","0","24223","0",,,"0","0","0",,"0","0",,"67520",,"0","0","0",,,
"30055","Mercer County Regional Council of Governments, dba: Shenango Valley Shuttle Service /MCCT","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Sharon","PA","24","MB","Bus","DO","5","00042","Pennsylvania Non-UZA","0","4196634","173","96432","","Annual Total",,,"0","180835","0","0","0","16215","0",,,"0","0","0",,"0","0",,"57873",,,"0","0",,,
"30057","Pennsylvania Department of Transportation","Full Reporter","State Government Unit or Department of Transportation","2023","Harrisburg","PA","20","CR","Commuter Rail","PT","20","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","2092","3554425","","Annual Total",,,"2120274","2120274","0","2141308","37378","37378","0",,,"0","428688","428688","0","7369","7369","0","530252",,,"33974346","144.4",,,
"30058","City of Fairfax, dba: CUE Bus","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Fairfax","VA","8","MB","Bus","DO","8","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","6","22565","","Annual Total",,,"448733","434730","14003","435252","35338","34460","878",,,"0","0","0",,"0","0",,"845194",,,"2558100","0",,,
"30061","Mid Mon Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Charleroi","PA","22","MB","Bus","PT","22","69697","Pittsburgh, PA","906.64","1745039","44","79666","","Annual Total",,,"907888","753987","153901","761644","53854","46279","7575","0","0","0","0","0",,"0","0",,"209190",,,"2319917","7.76",,,
"30068","Fairfax County, VA, dba: Fairfax Connector Bus System","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Fairfax","VA","278","MB","Bus","PT","278","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","407","1172646","","Annual Total",,,"13327653","11068404","2259249","11055349","930593","848788","81805","0","0","0","0","0",,"0","0",,"8365190",,,"44414321","1.9",,,
"30069","City of Danville , dba: Danville Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","2023","Danville","VA","18","DR","Demand Response","DO","12",,,"0",,,,"","Annual Total",,,"0","263678","0","0","0","18649","0",,,"0","0","0",,"0","0",,"48437",,"0","0","0",,,
"30069","City of Danville , dba: Danville Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","2023","Danville","VA","18","MB","Bus","DO","6",,,"0",,,,"","Annual Total",,,"0","267872","0","0","0","15900","0",,,"0","0","0",,"0","0",,"198901",,,"0","0",,,
"30070","Potomac and Rappahannock Transportation Commission, dba: OmniRide","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Woodbridge","VA","420","CB","Commuter Bus","PT","78","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","361","482204","","Annual Total",,,"3712433","1777866","1934567","2229888","114159","56106","58053","0","0","0","0","0",,"0","0",,"758177",,,"22289211","0",,,
"30070","Potomac and Rappahannock Transportation Commission, dba: OmniRide","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Woodbridge","VA","420","DR","Demand Response","PT","4","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","361","482204","","Annual Total",,,"60001","24373","35628","0","8413","3101","5312",,,"0","0","0",,"0","0",,"5706",,,"16352","0",,,
"30070","Potomac and Rappahannock Transportation Commission, dba: OmniRide","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Woodbridge","VA","420","MB","Bus","PT","32","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","361","482204","","Annual Total",,,"1534116","1332172","201944","1434467","90033","82599","7434",,,"0","0","0",,"0","0",,"818566",,,"4290382","0",,,
"30070","Potomac and Rappahannock Transportation Commission, dba: OmniRide","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Woodbridge","VA","420","VP","Vanpool","PT","306","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","361","482204","","Annual Total",,,"6036905","6036905","0","0","150468","150468","0","0","0","0","0","0",,"0","0",,"575782",,,"28240940","0",,,
"30071","City of Alexandria , dba: DASH","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Alexandria","VA","92","DR","Demand Response","PT","17","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","16","159200","","Annual Total",,,"327964","249850","78114","0","31010","20911","10099","0","0","0","0","0",,"0","0",,"39245","39245","0","179018","0",,,
"30071","City of Alexandria , dba: DASH","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Alexandria","VA","92","MB","Bus","DO","75","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","16","159200","","Annual Total",,,"2960622","2645300","315322","2645830","316041","288880","27161","898","0","0","0","0",,"0","0",,"4540860",,,"10314795","0",,,
"30072","Frederick County, Maryland, dba: TransIt Services of Frederick","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Frederick","MD","36","DR","Demand Response","DO","16","31519","Frederick, MD","80.29","176456","18","70036","","Annual Total",,,"382159","323153","59006","0","25758","21807","3951",,,"0","0","0",,"0","0",,"36628","11688",,"236298","0",,,
"30072","Frederick County, Maryland, dba: TransIt Services of Frederick","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Frederick","MD","36","MB","Bus","DO","20","31519","Frederick, MD","80.29","176456","18","70036","Y","Annual Total",,,"768322","722132","46190","722591","59116","56727","2389",,,"0","0","0",,"0","0",,"641014",,,"3423014","0",,,
