"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSDEM01","ASSDEM02","ASSGRN01","ASSIND01","ASSLIB01","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGREP01","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_14_N","PR_14_Y","PR_15_N","PR_15_Y","PR_16_N","PR_16_Y","PR_17_N","PR_17_Y","PR_18_N","PR_18_Y","PR_19_N","PR_19_Y","PR_20_N","PR_20_Y","PR_21_N","PR_21_Y","PR_22_N","PR_22_Y","PR_23_N","PR_23_Y","PR_24_N","PR_24_Y","PR_25_N","PR_25_Y","SENAIP01","SENDEM01","SENDEM02","SENLIB01","SENREP01"
"19","2550002B","43","28","25","3","1727","0","0","0","0","0","0","0","0","0","1460","0","0","0","0","0","0","0","0","0","0","0","774","0","0","0","0","593","0","800","0","599","3","830","4","12","3","568","789","589","848","561","871","506","687","685","820","568","837","529","792","563","897","471","541","837","945","413","678","684","815","540","0","791","0","0","591"
"19","2550003B","43","28","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2550004A","43","28","25","3","2358","0","0","0","0","0","0","0","0","0","1880","0","0","0","0","0","0","0","0","0","0","0","992","0","0","0","0","738","0","1058","0","721","10","1072","7","10","3","741","946","772","1064","707","1026","702","810","924","1033","726","982","741","999","692","1146","599","669","1079","1125","585","756","961","1017","678","0","1007","0","0","731"
"19","2550006A","43","28","25","3","2080","0","0","0","0","0","0","0","0","0","1754","0","0","0","0","0","0","0","0","0","0","0","991","0","0","0","0","636","0","1031","0","639","4","1049","14","17","2","634","880","778","985","713","985","674","783","896","939","745","977","697","995","647","1066","607","733","928","1143","494","817","827","943","696","0","997","0","0","640"
"19","2550007A","43","28","25","3","2196","0","0","0","0","0","0","0","0","0","1819","0","0","0","0","0","0","0","0","0","0","0","1051","0","0","0","0","661","0","1090","0","670","4","1105","6","15","4","653","969","759","1004","748","1027","702","799","934","998","754","1028","681","1041","658","1055","662","753","959","1154","552","829","887","1001","689","0","1087","0","0","626"
"19","2550011A","43","28","25","3","2521","0","0","0","0","0","0","0","0","0","2049","0","0","0","0","0","0","0","0","0","0","0","1102","0","0","0","0","790","0","1146","0","799","11","1184","11","17","6","787","997","912","1077","870","1155","770","898","1027","1098","837","1049","829","1089","794","1149","767","759","1171","1202","697","852","1038","1111","751","0","1127","0","0","780"
"19","2550013A","43","28","25","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","0"
"19","2550017A","43","28","25","3","2411","0","0","0","0","0","0","0","0","0","1840","0","0","0","0","0","0","0","0","0","0","0","1025","0","0","0","0","622","0","1086","0","629","8","1099","5","8","8","664","850","843","834","896","964","728","739","980","977","741","848","819","1007","650","880","813","758","954","1082","598","706","971","912","731","0","1071","0","0","597"
"19","2550018A","43","28","25","3","2488","0","0","0","0","0","0","0","0","0","1926","0","0","0","0","0","0","0","0","0","0","0","1060","0","0","0","0","697","0","1138","0","677","11","1140","9","13","4","694","944","829","926","902","1039","739","788","1001","956","841","980","775","1117","611","976","797","805","1002","1099","656","784","973","969","765","0","1093","0","0","674"
"19","2550021A","43","28","25","3","2278","0","0","0","0","0","0","0","0","0","1928","0","0","0","0","0","0","0","0","0","0","0","973","0","0","0","0","830","0","1036","0","829","10","1033","3","19","1","812","1041","770","1094","759","1147","660","892","932","1131","711","1046","757","1018","778","1220","612","705","1128","1300","514","894","915","1088","706","0","1009","0","0","801"
"19","2550025A","43","28","25","3","2545","0","0","0","0","0","0","0","0","0","2052","0","0","0","0","0","0","0","0","0","0","0","1183","0","0","0","0","731","0","1229","0","736","6","1266","4","21","2","706","1093","832","1042","919","1098","826","803","1145","1078","880","1132","783","1210","699","1106","842","845","1091","1223","682","911","1017","1081","822","0","1213","0","0","708"
"19","2550032A","43","28","25","3","2098","0","0","0","0","0","0","0","0","0","1609","0","0","0","0","0","0","0","0","0","0","0","942","0","0","0","0","516","0","1008","0","518","8","951","2","17","2","600","725","747","748","762","787","696","590","901","759","744","791","676","931","536","766","731","695","815","871","587","626","840","836","618","0","958","0","0","503"
"19","2550036A","43","28","25","3","2457","0","0","0","0","0","0","0","0","0","2035","0","0","0","0","0","0","0","0","0","0","0","1176","0","0","0","0","717","0","1239","0","726","9","1184","9","14","4","764","991","881","1125","813","1103","793","839","1080","1093","834","1107","745","1121","732","1161","746","799","1094","1177","669","826","1045","1128","728","0","1217","0","0","689"
"19","2550037A","43","28","25","3","2629","0","0","0","0","0","0","0","0","0","2093","0","0","0","0","0","0","0","0","0","0","0","1121","0","0","0","0","756","0","1253","0","728","12","1203","14","22","4","801","975","911","1031","918","1063","829","822","1090","1032","899","1001","876","1139","721","1007","908","837","1090","1148","725","842","1043","1048","805","0","1177","0","0","718"
"19","2550039A","43","28","25","3","2454","0","0","0","0","0","0","0","0","0","2012","0","0","0","0","0","0","0","0","0","0","0","974","0","0","0","0","900","0","1106","0","838","3","980","9","12","3","945","1077","764","1288","603","1217","634","970","907","1212","671","1172","667","1030","782","1361","516","629","1236","1275","569","921","913","1162","647","0","1066","0","0","820"
"19","2550041A","43","28","25","3","2607","0","0","0","0","0","0","0","0","0","1930","0","0","0","0","0","0","0","0","0","0","0","1062","0","0","0","0","632","0","1197","0","599","8","1069","6","13","3","799","838","862","801","960","858","853","702","1012","915","830","839","850","1031","642","740","1016","776","959","963","741","681","1009","966","706","0","1111","0","0","620"
"19","2550042A","43","28","25","3","2653","0","0","0","0","0","0","0","0","0","2241","0","0","0","0","0","0","0","0","0","0","0","1396","0","0","0","0","727","0","1459","0","709","9","1451","10","21","4","704","1163","952","1137","1013","1155","967","841","1286","1080","1061","1205","891","1384","702","1244","875","966","1170","1354","758","910","1182","1173","906","0","1434","0","0","699"
"19","2550048B","43","28","25","3","2151","0","0","0","0","0","0","0","0","0","1451","0","0","0","0","0","0","0","0","0","0","0","708","0","0","0","0","533","0","859","0","474","10","675","8","10","4","695","557","688","649","641","679","563","494","757","672","599","611","618","703","516","563","717","552","730","643","595","472","755","697","518","0","753","0","0","501"
"19","2550049A","43","28","25","3","2674","0","0","0","0","0","0","0","0","0","2039","0","0","0","0","0","0","0","0","0","0","0","1187","0","0","0","0","663","0","1279","0","655","3","1196","11","27","8","750","848","986","864","1022","942","889","692","1157","934","930","925","885","1139","657","763","1089","831","1045","1020","807","747","1076","945","863","0","1225","0","0","636"
"19","2550050A","43","28","25","3","2329","0","0","0","0","0","0","0","0","0","1890","0","0","0","0","0","0","0","0","0","0","0","955","0","0","0","0","821","0","1068","0","764","6","987","9","9","6","828","993","791","1157","654","1120","653","860","934","1070","734","1058","706","1028","726","1262","527","722","1071","1207","551","855","905","1094","644","0","1025","0","0","757"
"19","2550053A","43","28","25","3","2295","0","0","0","0","0","0","0","0","0","1863","0","0","0","0","0","0","0","0","0","0","0","992","0","0","0","0","731","0","1080","0","721","7","945","11","16","2","846","950","763","1026","714","1056","655","801","912","1011","727","1022","678","1000","675","1130","591","690","1043","1121","563","773","912","1028","647","0","1053","0","0","707"
"19","2550062A","43","28","25","3","2312","0","0","0","0","0","0","0","0","0","1635","0","0","0","0","0","0","0","0","0","0","0","829","0","0","0","0","584","0","998","0","523","14","797","10","8","2","776","695","724","766","701","862","567","622","812","807","653","763","647","845","556","688","773","633","825","786","658","540","872","808","598","0","863","0","0","564"
"19","2550064A","43","28","25","3","2456","0","0","0","0","0","0","0","0","0","1966","0","0","0","0","0","0","0","0","0","0","0","1085","0","0","0","0","714","0","1167","0","687","9","1072","7","15","0","820","943","838","1012","815","1022","754","801","994","970","847","971","795","1047","704","961","836","744","1054","1047","724","777","983","1025","721","0","1105","0","0","700"
"19","2550067A","43","28","25","3","2638","0","0","0","0","0","0","0","0","0","1870","0","0","0","0","0","0","0","0","0","0","0","989","0","0","0","0","614","0","1127","0","595","4","963","6","10","7","829","763","839","770","890","887","733","634","977","845","785","779","809","931","640","687","945","692","971","873","730","645","926","925","649","0","1002","0","0","620"
"19","2550069A","43","28","25","3","2535","0","0","0","0","0","0","0","0","0","1888","0","0","0","0","0","0","0","0","0","0","0","1172","0","0","0","0","540","0","1280","0","484","7","1178","9","15","6","643","688","1004","687","1043","792","885","548","1153","820","888","733","931","1059","607","602","1123","763","975","855","838","584","1103","809","840","0","1200","0","0","514"
"19","2550072A","43","28","25","3","3210","0","0","0","0","0","0","0","0","0","2532","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","0","0","702","0","1679","0","670","10","1657","17","13","9","783","913","1339","850","1459","1038","1238","705","1598","1009","1301","1032","1197","1509","726","825","1465","1067","1229","1086","1158","824","1425","1105","1111","0","1620","0","0","689"
"19","2550073A","43","28","25","3","2494","0","0","0","0","0","0","0","0","0","1881","0","0","0","0","0","0","0","0","0","0","0","1087","0","0","0","0","630","0","1190","0","600","10","1090","7","20","6","707","847","866","884","864","924","780","686","1038","906","814","948","745","1046","641","879","858","784","956","1031","679","734","955","983","697","0","1122","0","0","606"
"19","2550075A","43","28","25","3","2448","0","0","0","0","0","0","0","0","0","1617","0","0","0","0","0","0","0","0","0","0","0","999","0","0","0","0","440","0","1085","0","424","5","1011","8","13","8","554","588","839","524","934","610","808","464","966","622","812","663","752","903","508","484","964","650","798","776","671","538","868","757","635","0","1029","0","0","418"
"19","2550078A","43","28","25","3","2307","0","0","0","0","0","0","0","0","0","1531","0","0","0","0","0","0","0","0","0","0","0","910","0","0","0","0","433","0","1019","0","410","4","908","10","10","5","565","625","738","592","822","624","751","504","868","688","704","664","689","790","560","504","890","592","817","739","642","556","808","784","561","0","943","0","0","407"
"19","2550080B","43","28","25","3","2471","0","0","0","0","0","0","0","0","0","1932","0","0","0","0","0","0","0","0","0","0","0","1324","0","0","0","0","509","0","1348","0","509","6","1361","6","12","7","520","804","988","756","1090","843","985","608","1214","838","994","924","879","1212","592","790","1045","902","929","1043","759","763","1033","957","818","0","1334","0","0","501"
"19","2550081A","43","28","25","3","2557","0","0","0","0","0","0","0","0","0","1853","0","0","0","0","0","0","0","0","0","0","0","1193","0","0","0","0","469","0","1253","0","459","5","1178","9","13","9","607","705","960","583","1132","723","952","504","1186","742","962","753","888","1136","507","532","1172","817","889","786","869","594","1071","896","734","0","1199","0","0","472"
"19","2550084A","43","28","25","3","2421","0","0","0","0","0","0","0","0","0","1698","0","0","0","0","0","0","0","0","0","0","0","999","0","0","0","0","500","0","1109","0","476","4","982","12","18","8","645","600","903","634","913","754","768","515","996","749","783","674","801","926","551","590","931","690","861","806","697","568","925","801","676","0","1013","0","0","517"
"19","2550085A","43","28","25","3","2448","0","0","0","0","0","0","0","0","0","1754","0","0","0","0","0","0","0","0","0","0","0","981","0","0","0","0","577","0","1085","0","564","6","960","6","7","4","737","748","805","753","839","812","741","611","951","815","759","775","753","930","594","719","848","683","889","879","671","630","904","864","657","0","1012","0","0","568"
"19","2550091A","43","28","25","3","2431","0","0","0","0","0","0","0","0","0","1736","0","0","0","0","0","0","0","0","0","0","0","963","0","0","0","0","548","0","1093","0","511","2","941","9","7","1","741","679","858","704","875","793","748","607","943","793","765","789","743","902","603","638","919","699","883","812","724","585","933","864","637","0","1003","0","0","537"
"19","2550095A","43","28","25","3","2454","0","0","0","0","0","0","0","0","0","1586","0","0","0","0","0","0","0","0","0","0","0","827","0","0","0","0","490","0","998","0","443","8","784","6","17","5","738","573","774","604","763","728","615","524","825","684","678","634","679","778","532","504","859","563","813","715","621","456","856","739","573","0","874","0","0","482"
"19","2550097A","43","28","25","3","2588","0","0","0","0","0","0","0","0","0","1886","0","0","0","0","0","0","0","0","0","0","0","1139","0","0","0","0","542","0","1240","0","525","7","1160","9","6","11","661","752","930","724","1013","790","907","625","1075","834","875","777","884","1028","650","640","1070","774","954","865","826","605","1061","908","744","0","1170","0","0","533"
"19","2550098A","43","28","25","3","2364","0","0","0","0","0","0","0","0","0","1815","0","0","0","0","0","0","0","0","0","0","0","1047","0","0","0","0","626","0","1125","0","610","17","1076","7","20","1","640","852","818","869","841","897","787","668","1024","878","828","923","736","1048","598","905","808","755","945","998","666","805","859","947","713","0","1067","0","0","623"
"19","2550115A","43","28","25","3","2277","0","0","0","0","0","0","0","0","0","1625","0","0","0","0","0","0","0","0","0","0","0","1067","0","0","0","0","417","0","1117","0","411","7","1058","13","12","7","505","717","741","535","958","648","813","484","1010","651","835","742","713","981","469","545","949","769","734","773","678","588","863","779","646","0","1089","0","0","395"
"19","2550116A","43","28","25","3","2681","0","0","0","0","0","0","0","0","0","2066","0","0","0","0","0","0","0","0","0","0","0","1366","0","0","0","0","535","0","1419","0","542","3","1388","14","11","8","616","926","937","718","1206","799","1078","604","1289","816","1091","999","878","1280","568","779","1117","984","916","1014","858","833","1026","952","896","0","1375","0","0","526"
"19","2550117A","43","28","25","3","2530","0","0","0","0","0","0","0","0","0","1659","0","0","0","0","0","0","0","0","0","0","0","839","0","0","0","0","531","0","1032","0","476","5","825","6","2","8","781","608","754","666","769","693","697","558","835","707","699","630","727","802","566","538","878","601","837","779","610","524","823","776","585","0","917","0","0","508"
"19","2550118A","43","28","25","3","2442","0","0","0","0","0","0","0","0","0","1705","0","0","0","0","0","0","0","0","0","0","0","1001","0","0","0","0","525","0","1094","0","513","12","1029","3","9","3","627","674","838","641","924","711","818","584","941","752","788","734","766","959","540","567","988","732","835","805","699","615","886","842","644","0","1035","0","0","511"
"19","2550121A","43","28","25","3","2551","0","0","0","0","0","0","0","0","0","1707","0","0","0","0","0","0","0","0","0","0","0","843","0","0","0","0","562","0","1025","0","523","11","812","8","3","3","827","609","780","653","799","759","651","584","843","742","679","682","699","834","543","541","899","594","865","762","652","563","825","794","586","0","886","0","0","557"
"19","2550122A","43","28","25","3","2358","0","0","0","0","0","0","0","0","0","1656","0","0","0","0","0","0","0","0","0","0","0","896","0","0","0","0","521","0","1044","0","506","10","854","7","5","0","739","612","797","651","794","693","725","546","873","720","710","670","716","825","553","576","854","646","797","754","658","533","864","821","555","0","934","0","0","519"
"19","2550123A","43","28","25","3","2532","0","0","0","0","0","0","0","0","0","1738","0","0","0","0","0","0","0","0","0","0","0","1073","0","0","0","0","481","0","1185","0","452","6","1054","5","6","4","628","656","875","607","956","692","819","525","1016","734","824","709","810","945","561","507","1055","724","862","784","748","537","960","789","712","0","1101","0","0","476"
"19","2550129A","43","28","25","3","2473","0","0","0","0","0","0","0","0","0","1780","0","0","0","0","0","0","0","0","0","0","0","1078","0","0","0","0","510","0","1174","0","494","8","1086","13","13","5","619","677","919","632","1003","713","877","535","1069","758","871","741","844","1026","548","566","1070","752","879","835","778","641","949","840","728","0","1109","0","0","496"
"19","2550132A","43","28","25","3","2389","0","0","0","0","0","0","0","0","0","1771","0","0","0","0","0","0","0","0","0","0","0","1055","0","0","0","0","547","0","1151","0","517","6","1047","6","12","5","663","716","846","699","930","749","828","576","1010","763","839","797","762","990","555","630","966","752","856","827","736","649","895","871","657","0","1078","0","0","529"
"19","2550135A","43","28","25","3","2784","0","0","0","0","0","0","0","0","0","1921","0","0","0","0","0","0","0","0","0","0","0","1073","0","0","0","0","590","0","1250","0","545","12","1074","6","10","7","767","744","912","729","990","822","827","595","1081","828","859","759","866","977","639","631","1069","688","1013","915","752","584","1045","903","683","0","1136","0","0","562"
"19","2550143B","43","28","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2550150A","43","28","25","3","2236","0","0","0","0","0","0","0","0","0","1828","0","0","0","0","0","0","0","0","0","0","0","914","0","0","0","0","775","0","1021","0","735","4","970","9","12","8","778","933","783","1131","620","1117","599","888","837","1119","620","1008","700","959","733","1226","503","605","1114","1168","534","830","868","1048","634","0","999","0","0","719"
"19","2550151A","43","28","25","3","1590","0","0","0","0","0","0","0","0","0","1338","0","0","0","0","0","0","0","0","0","0","0","798","0","0","0","0","453","0","842","0","444","5","850","8","10","4","438","711","546","661","616","686","575","528","738","667","609","680","573","808","422","708","544","626","638","791","449","602","647","681","555","0","821","0","0","448"
"19","2550159A","43","28","25","3","2513","0","0","0","0","0","0","0","0","0","1644","0","0","0","0","0","0","0","0","0","0","0","952","0","0","0","0","503","0","1064","0","467","8","926","9","6","5","665","623","833","592","898","692","763","501","962","688","790","706","726","887","538","539","937","670","808","723","721","559","877","779","638","0","983","0","0","500"
"19","2550178B","43","28","25","3","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","2","1","2","1","2","1","1","2","0","3","0","3","2","1","1","2","0","3","2","1","0","3","0","3","0","3","0","0","0"
"19","2600004A","48","27","25","3","421","0","0","0","0","0","0","0","0","0","362","0","0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","0","0","186","0","157","4","196","1","2","1","154","203","140","202","145","221","124","171","178","217","133","198","147","180","161","221","118","118","234","235","110","164","177","203","135","0","168","0","0","166"
"19","2600004B","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600004D","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600005A","48","27","25","3","7","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","2","0","6","0","0","0","2","3","5","6","2","6","2","3","5","4","4","6","2","5","2","6","1","1","7","6","1","6","1","5","2","0","2","0","0","2"
"19","2600008D","48","27","25","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","1"
"19","2600008F","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600011A","48","27","25","3","2358","0","0","0","0","0","0","0","0","0","1971","0","0","0","0","0","0","0","0","0","0","0","1039","0","0","0","0","0","0","893","0","922","7","945","9","46","4","923","1111","731","1161","723","1274","576","1003","866","1257","637","1057","777","999","832","1215","642","691","1187","1323","533","943","879","1161","654","0","852","0","0","965"
"19","2600014B","48","32","25","3","48","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","26","0","10","0","32","0","1","0","9","15","22","19","20","18","17","16","22","20","21","15","23","26","12","23","15","20","20","20","18","20","17","19","18","0","28","0","0","8"
"19","2600016A","48","27","25","3","2386","0","0","0","0","0","0","0","0","0","2085","0","0","0","0","0","0","0","0","0","0","0","1002","0","0","0","0","0","0","831","0","1092","7","888","10","32","4","1107","1324","643","1443","579","1513","484","1216","788","1487","534","1241","726","1005","962","1480","488","621","1370","1513","469","1083","881","1396","549","0","778","0","0","1135"
"19","2600018B","48","27","25","3","2416","0","0","0","0","0","0","0","0","0","2059","0","0","0","0","0","0","0","0","0","0","0","971","0","0","0","0","0","0","831","0","1081","5","886","12","21","1","1102","1243","699","1428","553","1518","447","1214","754","1482","495","1134","797","959","983","1499","449","563","1409","1503","449","1037","904","1400","518","0","751","0","0","1143"
"19","2600022B","48","27","25","3","2357","0","0","0","0","0","0","0","0","0","1882","0","0","0","0","0","0","0","0","0","0","0","1129","0","0","0","0","0","0","952","0","786","4","973","14","25","5","835","966","786","1042","751","1129","635","857","922","1142","660","873","885","982","757","1069","696","660","1121","1182","585","734","994","1095","634","0","896","0","0","843"
"19","2600027A","48","32","25","3","2400","0","0","0","0","0","0","0","0","0","1977","0","0","0","0","0","0","0","0","0","0","0","1127","0","0","0","0","0","0","971","0","793","1","1080","5","19","1","835","1062","780","1128","752","1241","614","948","926","1203","678","999","840","1025","817","1214","641","648","1225","1285","571","865","972","1177","659","0","941","0","0","791"
"19","2600028A","48","32","25","3","2444","0","0","0","0","0","0","0","0","0","2047","0","0","0","0","0","0","0","0","0","0","0","1161","0","0","0","0","0","0","968","0","899","6","1042","12","22","3","933","1116","790","1222","730","1307","616","1055","890","1281","666","1020","888","1070","852","1332","596","678","1269","1396","529","942","946","1216","681","0","925","0","0","902"
"19","2600034B","48","32","25","3","282","0","0","0","0","0","0","0","0","0","234","0","0","0","0","0","0","0","0","0","0","0","154","0","0","0","0","0","0","132","0","82","2","131","1","5","3","88","117","101","120","104","140","77","113","111","131","94","124","94","124","96","126","90","74","148","147","72","99","117","125","93","0","123","0","0","86"
"19","2600037A","48","32","25","3","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","1","0","1","0","1","0","0","1","1","0","0","2","1","0","0","1","0","1","0","1","0","0","0"
"19","2600062A","48","27","25","3","2631","0","0","0","0","0","0","0","0","0","2284","0","0","0","0","0","0","0","0","0","0","0","1015","0","0","0","0","0","0","798","0","1341","8","859","8","30","4","1330","1520","677","1681","532","1701","480","1448","753","1676","536","1424","750","1105","1053","1770","406","555","1644","1719","452","1290","865","1572","581","0","720","0","0","1415"
"19","2600065A","48","27","25","3","2630","0","0","0","0","0","0","0","0","0","2365","0","0","0","0","0","0","0","0","0","0","0","1052","0","0","0","0","0","0","886","0","1329","7","942","7","32","5","1315","1547","711","1666","621","1727","533","1478","791","1664","617","1477","775","1095","1136","1781","467","663","1611","1777","470","1312","925","1600","629","0","830","0","0","1372"
"19","2600067A","48","32","25","3","2274","0","0","0","0","0","0","0","0","0","1912","0","0","0","0","0","0","0","0","0","0","0","1023","0","0","0","0","0","0","875","0","808","3","973","6","15","4","882","1051","709","1154","645","1172","584","964","839","1228","574","977","789","949","815","1210","575","601","1199","1294","497","837","930","1137","622","0","830","0","0","806"
"19","2600094A","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600094B","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600096A","48","27","25","3","1255","0","0","0","0","0","0","0","0","0","1024","0","0","0","0","0","0","0","0","0","0","0","623","0","0","0","0","0","0","545","0","394","4","549","12","14","6","421","508","454","561","407","605","358","475","492","625","349","512","429","553","398","599","356","368","591","637","314","445","496","577","361","0","525","0","0","412"
"19","2600097A","48","32","25","3","1472","0","0","0","0","0","0","0","0","0","1194","0","0","0","0","0","0","0","0","0","0","0","733","0","0","0","0","0","0","636","0","443","4","684","3","15","1","464","587","510","667","466","685","431","574","565","738","403","587","521","627","487","633","479","402","723","722","395","497","611","709","388","0","614","0","0","462"
"19","2600097E","48","32","25","3","342","0","0","0","0","0","0","0","0","0","297","0","0","0","0","0","0","0","0","0","0","0","186","0","0","0","0","0","0","162","0","115","1","173","2","1","0","118","148","137","165","119","174","105","136","153","185","106","153","128","151","128","175","105","106","180","190","92","124","151","171","107","0","160","0","0","116"
"19","2600098A","48","27","25","3","2417","0","0","0","0","0","0","0","0","0","2117","0","0","0","0","0","0","0","0","0","0","0","1066","0","0","0","0","0","0","962","0","1012","8","989","8","27","5","1033","1268","741","1349","691","1445","564","1190","838","1423","623","1181","825","1039","956","1454","553","646","1382","1464","556","1003","996","1341","635","0","856","0","0","1103"
"19","2600104A","48","27","25","3","1925","0","0","0","0","0","0","0","0","0","1675","0","0","0","0","0","0","0","0","0","0","0","776","0","0","0","0","0","0","651","0","919","4","701","3","23","0","904","1059","528","1163","450","1178","408","963","636","1184","431","1022","549","805","762","1243","338","502","1087","1241","348","893","667","1107","444","0","605","0","0","957"
"19","2600104C","48","27","25","3","8","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","0","2","0","0","0","2","5","0","5","0","5","0","5","0","5","0","2","2","2","3","4","1","0","5","4","1","4","1","3","2","0","0","0","0","5"
"19","2600104G","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600106A","48","27","25","3","2175","0","0","0","0","0","0","0","0","0","1745","0","0","0","0","0","0","0","0","0","0","0","1024","0","0","0","0","0","0","874","0","733","8","912","6","23","7","765","897","740","1007","658","1065","573","854","799","1082","590","870","744","895","737","1019","620","596","1062","1081","570","753","865","1021","595","0","840","0","0","777"
"19","2600106C","48","27","25","3","147","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","91","0","0","0","0","0","0","83","0","44","0","91","0","1","0","38","65","57","55","69","68","55","55","70","69","56","55","69","81","41","72","54","44","85","83","41","60","61","66","54","0","79","0","0","40"
"19","2600106J","48","27","25","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","2600108A","48","27","25","3","2496","0","0","0","0","0","0","0","0","0","2097","0","0","0","0","0","0","0","0","0","0","0","1152","0","0","0","0","0","0","958","0","961","5","1020","11","35","5","967","1208","766","1334","673","1394","585","1146","849","1390","640","1139","818","1049","909","1428","560","660","1338","1470","517","1002","956","1343","606","0","910","0","0","1003"
"19","2610009A","36","25","21","1","58","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","28","0","13","0","30","0","14","0","1","0","29","34","10","34","10","36","8","32","11","35","9","27","16","22","22","29","15","14","30","33","11","25","17","30","13","0","14","0","0","28"
"19","2620001A","36","25","21","1","762","0","0","0","0","0","0","0","0","0","628","0","0","0","0","0","0","0","0","0","0","0","213","0","0","0","0","380","0","231","0","376","2","250","2","11","1","357","361","232","416","185","458","138","324","276","397","203","359","239","348","245","411","189","245","359","432","165","299","288","401","189","0","238","0","0","361"
