CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
8539192,2018,2018-01-30,5600,2018-01-11,1751,4615,8102,4,5,5,5601,0,0,0,,0,08B,"PONDEROSA DR","CARMEN DR",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,01,23152,A,N,H,C,A,A,H,-,C,A,0,,,,,Y,Y,A,07,0,2,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,CAMARILLO,-119.05078887939453,34.223640441894531
8539196,2018,2018-01-30,5600,2018-01-12,1822,4615,8021,5,5,5,5601,0,0,0,,0,08B,"PONDEROSA DR","LANTANA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,2,0,1,2,A,-,12,22450,A,N,D,C,A,A,H,-,C,A,0,,,Y,,Y,,A,01,1,0,0,0,0,0,0,0,1,"- ","- ",34.223518371582031,-119.05496215820312,VENTURA,CAMARILLO,-119.05496215820312,34.223621368408203
8540618,2018,2018-02-07,5608,2018-01-14,1842,446,,7,5,6,5608,0,0,0,,0,023,"POLI ST","SEAWARD AV",45.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,01,23152,A,M,C,C,A,A,H,-,C,A,0,,,,,Y,Y,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.26371002197266,34.278732299804688
8541123,2018,2018-02-01,5608,2018-01-13,0859,459,5608,6,5,6,5608,0,0,0,,0,001,"NORTH VENTURA AV","W HARRISON AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,G,G,B,A,H,-,A,D,0,Y,,,,Y,,-,"- ",0,1,0,0,1,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.29942321777344,34.286048889160156
8541124,2018,2018-02-02,5608,2018-01-11,1015,403,,4,5,6,5608,0,0,0,,0,002,"SEAWARD AV","ALESSANDRO DR",39.00,S,N,A,-,N,,,,,,,,,,Y,2,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,1,0,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.26831817626953,34.266124725341797
8541127,2018,2018-02-01,5608,2018-01-17,1320,379,,3,5,6,5608,0,0,0,,0,001,"HARBOR BL","CALIFORNIA ST",0.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,B,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.29302978515625,34.276878356933594
8541923,2018,2018-08-10,5600,2018-01-27,1252,4909,6020,6,5,3,5602,0,0,0,,0,6B01,"RT 126","SANTA CLARA ST",60.00,E,N,-,-,Y,VEN,7,126,-,-,21.950,H,-,W,Y,4,0,3,2,A,-,08,22107,,N,H,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,3,0,0,0,0,0,0,"- ","- ",,,VENTURA,FILLMORE,-118.90396881103516,34.399192810058594
8542603,2018,2018-06-28,5600,2018-01-17,0729,5013,9170,3,5,6,5607,0,0,0,,0,09D,"TOWNSGATE RD","RT 23",550.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.82572174072266,34.153964996337891
8542607,2018,2018-02-02,5600,2018-01-15,0922,4902,9080,1,5,6,5607,0,0,0,,0,09H,"HILLCREST DR","MARIN ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21801,A,N,H,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.88382720947266,34.182750701904297
8542611,2018,2018-02-02,5600,2018-01-14,1213,5013,9072,7,5,6,5607,0,0,0,,0,09G,"ERBES RD","THOUSAND OAKS BL",25.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.85129547119141,34.177833557128906
8543165,2018,2018-08-07,5600,2018-01-04,1813,2833,9122,4,5,6,5607,0,0,0,,0,09C,"RANCHO CONEJO BL","RT 101",5.00,S,N,A,-,Y,VEN,7,101,-,-,6.890,R,4,S,N,4,0,1,2,A,-,11,21954,A,N,G,B,D,A,H,-,C,D,0,Y,,,,Y,,N,60,0,0,1,0,1,0,0,0,0,"- ",SO,,,VENTURA,"THOUSAND OAKS",-118.92350006103516,34.1842041015625
8543173,2018,2018-01-26,5600,2018-01-08,1245,3147,9128,1,5,6,5607,0,0,0,,0,9H01,"VENTU PARK RD","RT 101",0.00,,Y,B,C,Y,,,,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,D,D,A,B,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ",NO,,,VENTURA,"THOUSAND OAKS",-118.91123962402344,34.1844482421875
8543181,2018,2018-08-29,5608,2018-01-09,0902,456,,2,5,6,5608,0,0,0,,0,002,"MAIN ST","RT 126",0.00,,Y,C,-,Y,VEN,7,126,-,-,0.000,R,4,E,N,4,0,1,3,A,-,03,22350,,N,-,C,A,B,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.23456573486328,34.266220092773438
8543589,2018,2018-08-08,5600,2018-01-22,0856,5234,9158,1,5,6,5607,0,0,0,,0,09D,"RT 23","AGOURA RD",0.00,,Y,A,-,Y,VEN,7,23,-,R,2.880,I,5,N,Y,4,0,2,2,A,-,12,21453,,N,D,D,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.82901763916016,34.152095794677734
8543616,2018,2018-08-10,5608,2018-01-14,1928,469,2,7,5,6,5608,0,0,0,,0,,"MAIN ST","RT 126",37.00,E,N,A,-,Y,VEN,7,126,-,-,0.000,R,4,E,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,C,D,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ",EO,,,VENTURA,VENTURA,-119.23456573486328,34.266220092773438
8545061,2018,2018-08-10,5600,2018-01-14,2240,4968,6007,7,5,3,5602,0,0,0,,0,06A,"RT 126","C ST",660.00,E,N,A,-,Y,VEN,7,126,-,-,20.710,H,-,W,Y,2,0,2,2,A,-,07,21658,A,N,C,E,A,A,H,-,C,D,0,,,,Y,Y,,A,01,1,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,FILLMORE,-118.92514801025391,34.395282745361328
8545097,2018,2018-02-09,5608,2018-01-20,1520,503,,6,5,6,5608,0,0,0,,0,001,"NORTH VENTURA AV","PARK ROW",123.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,03,22350,,N,F,A,A,A,H,-,A,D,0,,,,Y,Y,,F,21,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.29994964599609,34.284263610839844
8545152,2018,2018-02-08,5600,2018-01-16,1029,2877,8202,2,5,5,5601,0,0,0,,0,8C01,"FLYNN RD","VISTA MERCADO",175.00,S,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",34.13336181640625,-119.01133728027344,VENTURA,CAMARILLO,-119.02031707763672,34.226047515869141
8545156,2018,2018-02-08,5600,2018-01-07,1440,2877,8260,7,5,5,5601,0,0,0,,0,8D01,"PLEASANT VALLEY RD","CALLE CUESTA",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.124271392822266,-119.00311279296875,VENTURA,CAMARILLO,-119.00877380371094,34.211769104003906
8545160,2018,2018-02-08,5600,2018-01-17,1611,4615,8135,3,5,5,5601,0,0,0,,0,08C,"LAS POSAS RD","PONDEROSA DR",494.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.241039276123047,-119.02071380615234,VENTURA,CAMARILLO,-119.06977081298828,34.223709106445312
8545172,2018,2018-02-08,5608,2018-01-22,1742,446,,1,5,6,5608,0,0,0,,0,004,"VICTORIA AV","OLIVAS PARK DR",1700.00,N,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,D,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.21312713623047,34.248512268066406
8545176,2018,2018-02-08,5608,2018-01-19,1053,438,,5,5,6,5608,0,0,0,,0,003,"TELEGRAPH RD","ESTATES AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.23068237304688,34.275619506835938
8545180,2018,2018-02-08,5608,2018-01-17,2318,452,,3,5,6,5608,0,0,0,,0,004,"TELEPHONE RD","RAMELLI AV",166.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,03,22350,,N,E,I,A,A,-,-,-,-,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.19300842285156,34.268257141113281
8545184,2018,2018-02-08,5608,2018-01-17,1711,379,,3,5,6,5608,0,0,0,,0,004,"MAIN ST","TELEPHONE RD",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,1,A,-,08,22107,,N,F,I,A,A,H,-,A,A,0,,,Y,,Y,,C,02,1,0,0,0,0,0,0,0,1,"- ","- ",,,VENTURA,VENTURA,-119.23184967041016,34.261920928955078
8545188,2018,2018-02-08,5608,2018-01-19,0836,475,,5,5,6,5608,0,0,0,,0,001,"S VENTURA AV","E SANTA CLARA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,3,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.30077362060547,34.279521942138672
8545192,2018,2018-02-08,5608,2018-01-23,1800,496,,2,5,6,5608,0,0,0,,0,004,"TELEPHONE RD","MONTGOMERY AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.17935943603516,34.270191192626953
8545372,2018,2018-02-12,5600,2018-01-18,0752,5234,9002,4,5,6,5607,0,0,0,,0,09A,"OLSEN RD","MOORPARK RD",87.00,E,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,21,22106,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.86968231201172,34.227790832519531
8545393,2018,2018-02-22,5600,2018-01-19,1309,3386,8050,5,5,5,5601,0,0,0,,0,8A01,"VENTURA BL","WOOD RD",1417.00,W,N,B,-,N,,,101,,,,,,,Y,3,0,3,3,A,-,05,21460,A,N,B,C,A,A,H,-,A,D,0,,,,Y,Y,,A,01,0,1,2,0,0,0,0,0,0,"- ","- ",34.221141815185547,-119.10059356689453,VENTURA,CAMARILLO,-119.10055541992188,34.221549987792969
8545690,2018,2018-02-06,5600,2018-01-21,2034,2740,9000,7,5,6,5607,0,0,0,,0,09A,"LYNN RD","AVENIDA DE LOS ARBOLES",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,H,C,A,A,H,-,C,A,0,,,,,Y,,D,22,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.88828277587891,34.216701507568359
8546131,2018,2018-08-10,5600,2018-01-20,1453,4877,1005,6,5,2,5603,0,0,0,,0,1B01,"E OJAI AV","N MONTGOMERY ST",0.00,,Y,A,-,Y,VEN,7,150,-,-,17.711,I,5,W,N,4,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OJAI,-119.24147796630859,34.448062896728516
8546343,2018,2018-02-08,5600,2018-01-19,0918,4498,9106,5,5,6,5607,0,0,0,,0,09C,"OLD CONEJO RD","RUTH DR",1087.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,A,0,,,Y,,Y,,A,07,0,1,0,0,0,0,0,0,1,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.94846343994141,34.191287994384766
8546347,2018,2018-02-08,5600,2018-01-17,1957,2833,9072,3,5,6,5607,0,0,0,,0,09G,"HILLCREST DR","GAZANIA CT",29.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,05,21650,,N,E,I,A,A,H,-,C,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.85612487792969,34.181877136230469
8546351,2018,2018-08-07,5600,2018-01-17,1326,5360,9170,3,5,6,5607,0,0,0,,0,09D,"RT 23","RT 101",261.00,S,N,A,-,Y,VEN,7,23,-,R,3.180,H,-,N,N,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ",SF,,,VENTURA,"THOUSAND OAKS",-118.82636260986328,34.155769348144531
8546355,2018,2018-02-08,5600,2018-01-22,1323,4221,9106,1,5,6,5607,0,0,0,,0,09C,"OLD CONEJO RD","JENNY DR",250.00,E,N,A,-,N,,,,,,,,,,Y,4,0,2,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.94925689697266,34.191448211669922
8546363,2018,2018-02-08,5600,2018-01-21,1147,5007,9072,7,5,6,5607,0,0,0,,0,09G,"THOUSAND OAKS BL","RANCHO RD",70.00,E,N,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.85765838623047,34.178485870361328
8546841,2018,2018-02-09,5600,2018-01-17,0923,3927,8055,3,5,5,5601,0,0,0,,0,08A,"PLEASANT VALLEY RD","LAS POSAS RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21453,C,N,H,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,CAMARILLO,-119.06967926025391,34.205589294433594
8546845,2018,2018-02-09,5600,2018-01-19,1450,3927,8211,5,5,5,5601,0,0,0,,0,08D,"MISSION OAKS BL","ADOLFO RD",49.00,S,N,A,-,N,,,,,,,,,,Y,3,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",34.219791412353516,-119.00707244873047,VENTURA,CAMARILLO,-119.00712585449219,34.219940185546875
8546848,2018,2018-02-07,5600,2018-01-27,0932,5022,9116,6,5,6,5607,0,0,0,,0,09C,"LYNN RD","WENDY RD",600.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,A,N,E,I,A,A,H,-,A,A,0,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.94411468505859,34.161026000976562
8546849,2018,2018-02-09,5600,2018-01-25,1005,4615,8021,4,5,5,5601,0,0,0,,0,08B,"PONDEROSA DR","LANTANA ST",15.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,03,22350,,N,E,I,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.223670959472656,-119.05516052246094,VENTURA,CAMARILLO,-119.05500793457031,34.223621368408203
8546865,2018,2018-02-09,5600,2018-01-29,1420,5180,8113,1,5,5,5601,0,0,0,,0,08B,"ARNEILL RD","DAILY DR",46.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.218021392822266,-119.03900909423828,VENTURA,CAMARILLO,-119.03900909423828,34.217945098876953
8548129,2018,2018-02-08,5609,2018-01-19,1756,437,,5,5,6,5609,0,0,0,,0,001,"ERRINGER RD","LOS ANGELES AV",103.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.271728515625,-118.76129913330078,VENTURA,"SIMI VALLEY",-118.76139068603516,34.27203369140625
8548133,2018,2018-02-08,5609,2018-01-18,1443,435,,4,5,6,5609,0,0,0,,0,,"ROYAL AV","1ST ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,08,0,1,0,0,0,0,0,0,0,"- ","- ",34.264568328857422,-118.77890777587891,VENTURA,"SIMI VALLEY",-118.77902221679688,34.264450073242188
8548137,2018,2018-02-08,5609,2018-01-11,1351,374,,4,5,6,5609,0,0,0,,0,,"ERRINGER RD","COCHRAN ST",69.00,S,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.278999328613281,-118.76123046875,VENTURA,"SIMI VALLEY",-118.76139831542969,34.278820037841797
8548145,2018,2018-02-08,5609,2018-01-11,1610,437,,4,5,6,5609,0,0,0,,0,001,"ERRINGER RD","COCHRAN ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,"- ","- ",34.278999328613281,-118.76123046875,VENTURA,"SIMI VALLEY",-118.76139831542969,34.279010772705078
8548484,2018,2018-08-10,5608,2018-01-26,1832,474,,5,5,6,5608,0,0,0,,0,004,"KIMBALL RD","RT 126",0.00,,Y,A,-,Y,VEN,7,126,-,-,2.911,R,4,E,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ",EO,,,VENTURA,VENTURA,-119.18865203857422,34.274959564208984
8548488,2018,2018-02-09,5608,2018-01-29,1047,476,,1,5,6,5608,0,0,0,,0,003,"WELLS RD","TELEGRAPH RD",578.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.16018676757812,34.293724060058594
8548492,2018,2018-02-09,5608,2018-01-25,1344,474,,4,5,6,5608,0,0,0,,0,004,"VICTORIA AV","OLIVAS PARK DR",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.215087890625,34.244140625
8548496,2018,2018-02-09,5608,2018-01-29,1233,476,,1,5,6,5608,0,0,0,,0,002,"MAIN ST","DONLON ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,VENTURA,VENTURA,-119.23554992675781,34.262950897216797
8548500,2018,2018-02-09,5608,2018-01-26,1524,471,,5,5,6,5608,0,0,0,,0,004,"VICTORIA AV","OLIVAS PARK DR",35.00,N,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,2,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.21504974365234,34.244232177734375
8548504,2018,2018-02-09,5608,2018-01-26,1552,463,,5,5,6,5608,0,0,0,,0,004,"OLIVAS PARK DR","VICTORIA AV",133.00,E,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.21467590332031,34.244026184082031
8548512,2018,2018-02-09,5608,2018-01-26,1026,471,,5,5,6,5608,0,0,0,,0,004,"MARKET ST","GOODYEAR AV",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21804,,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.23252868652344,34.257251739501953
8548516,2018,2018-02-09,5608,2018-01-29,1505,438,,1,5,6,5608,0,0,0,,0,004,"VENTURA BL","ALAMEDA AV",55.00,E,N,A,-,N,,,,,,,,,,Y,4,0,2,3,A,-,08,22107,,M,C,C,A,A,H,-,A,D,0,,,,,Y,Y,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.20789337158203,34.251190185546875
8548520,2018,2018-02-09,5608,2018-01-31,1457,282,,3,5,6,5608,0,0,0,,0,003,"DARLING RD","WELLS RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,01,23153,B,N,C,C,A,A,H,-,A,A,0,,,,,Y,Y,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.15373229980469,34.286571502685547
8548524,2018,2018-02-09,5608,2018-01-26,1850,430,,5,5,6,5608,0,0,0,,0,,"THOMPSON BL","ANACAPA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21802,A,N,D,C,A,A,H,-,C,D,0,,,,,Y,,-,,0,2,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.27120208740234,34.274528503417969
8548528,2018,2018-02-09,5608,2018-01-27,2103,446,,6,5,6,5608,0,0,0,,0,002,"E MAIN ST","PACIFIC VIEW DR",87.00,E,N,A,-,N,,,,,,,,,,Y,4,0,4,3,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,-,,0,0,4,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.27288818359375,34.278713226318359
8548576,2018,2018-02-13,5609,2018-01-14,0903,310,407,7,5,6,5609,0,0,0,,0,004,"ALAMO ST","LEMON DR",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.286418914794922,-118.72654724121094,VENTURA,"SIMI VALLEY",-118.72651672363281,34.286441802978516
8548600,2018,2018-03-05,5608,2018-01-30,0628,476,,2,5,6,5608,0,0,0,,0,003,"WELLS RD","DARLING RD",160.00,S,N,B,-,N,,,,,,,,,,Y,4,0,1,3,A,-,07,21658,A,N,C,C,A,A,H,-,B,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.15342712402344,34.286212921142578
8548722,2018,2018-02-21,5606,2018-01-18,1820,1096,5606,4,5,4,5606,0,0,0,,0,002,"MAIN E ST","8TH N ST",0.00,,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,C,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,"- ","- ",,,VENTURA,"SANTA PAULA",-119.06407928466797,34.352649688720703
8548726,2018,2018-02-21,5606,2018-01-12,0858,1089,5606,5,5,4,5606,0,0,0,,0,001,"SANTA PAULA ST","PECK RD",65.00,E,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,12,22450,A,N,F,A,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"SANTA PAULA",-119.08984375,34.346153259277344
8550210,2018,2018-08-07,5600,2018-01-12,1448,3852,9150,5,5,6,5607,0,0,0,,0,9G01,"HAMPSHIRE RD","RT 101",17.00,W,N,A,-,Y,VEN,7,101,-,-,1.532,R,4,N,Y,4,0,1,2,A,-,12,21453,A,N,D,D,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.83642578125,34.165279388427734
8550490,2018,2018-06-28,5600,2018-01-20,0045,4864,9112,6,5,6,5607,0,0,0,,0,9C01,"POTRERO RD","SYCAMORE CANYON RD",187.00,E,N,A,-,N,,,,,,,,,,Y,2,0,1,1,A,-,03,22350,,M,E,I,A,A,H,-,C,D,0,,,,,Y,Y,A,07,1,0,0,0,0,0,0,0,0,"- ","- ",34.823978424072266,-118.57444763183594,VENTURA,"THOUSAND OAKS",-118.96244812011719,34.156719207763672
